timestamp,dataset,trial,notes,num_exams,num_periods,num_rooms,num_students,conflict_density,num_period_constraints,num_room_constraints,algorithm,runtime,iterations,memory_peak_mb,solver_status,feasible,hard_violations,soft_penalty,conflicts,room_occupancy,period_utilisation,period_related,room_related,two_in_a_row,two_in_a_day,period_spread,non_mixed_durations,front_load,period_penalty,room_penalty,cfg_tabu_iters,cfg_tabu_tenure,cfg_hho_pop,cfg_hho_iters,cfg_sa_iters,cfg_kempe_iters,cfg_alns_iters,cfg_gd_iters,cfg_seed
2026-04-05T09:11:59.320056,exam_comp_set1,5,,607,54,7,7883,0.0505,12,0,Kempe Chain,2.267753,2000,0,,True,0,41805,0,0,0,0,0,14595,0,16530,1030,240,1560,7850,1000,20,30,150,3000,2000,1000,3000,5042
2026-04-05T09:11:59.320110,exam_comp_set1,5,,607,54,7,7883,0.0505,12,0,Simulated Annealing,0.753186,3000,0,,True,0,47364,0,0,0,0,0,17332,0,18922,1330,230,1950,7600,1000,20,30,150,3000,2000,1000,3000,5042
2026-04-05T09:11:59.320151,exam_comp_set1,5,,607,54,7,7883,0.0505,12,0,ALNS,3.419612,1000,0,,True,0,29283,0,0,0,0,0,8974,0,14374,1210,235,1140,3350,1000,20,30,150,3000,2000,1000,3000,5042
2026-04-05T09:11:59.320214,exam_comp_set1,5,,607,54,7,7883,0.0505,12,0,Great Deluge,0.890005,3000,0,,True,0,60712,0,0,0,0,0,24843,0,24309,1490,240,2430,7400,1000,20,30,150,3000,2000,1000,3000,5042
2026-04-05T09:12:14.411593,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,Greedy,0.017625,0,0,,True,0,68678,0,0,0,0,0,28672,0,27876,1500,210,2570,7850,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.411822,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,Tabu Search,0.889663,541,0,,True,0,43390,0,0,0,0,0,12138,0,19617,1530,235,2520,7350,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.411921,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,HHO,7.201095,150,0,,True,0,17055,0,0,0,0,0,1127,0,6038,1120,280,640,7850,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.412014,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,Kempe Chain,2.195498,2000,0,,True,0,44117,0,0,0,0,0,16135,0,16967,1060,235,1870,7850,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.412087,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,Simulated Annealing,0.782835,3000,0,,True,0,59178,0,0,0,0,0,23821,0,23427,1400,220,2310,8000,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.412162,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,ALNS,2.87961,1000,0,,True,0,35228,0,0,0,0,0,13216,0,14227,1350,235,1500,4700,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:14.412238,exam_comp_set1,6,,607,54,7,7883,0.0505,12,0,Great Deluge,1.063104,3000,0,,True,0,36782,0,0,0,0,0,13685,0,14057,1340,280,1820,5600,1000,20,30,150,3000,2000,1000,3000,6042
2026-04-05T09:12:30.691188,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,Greedy,0.017838,0,0,,True,0,68678,0,0,0,0,0,28672,0,27876,1500,210,2570,7850,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691401,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,Tabu Search,0.846978,529,0,,True,0,50250,0,0,0,0,0,16632,0,21903,1460,235,2520,7500,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691505,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,HHO,8.448053,150,0,,True,0,18257,0,0,0,0,0,1505,0,6707,1000,265,930,7850,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691594,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,Kempe Chain,2.339722,2000,0,,True,0,41722,0,0,0,0,0,13909,0,16598,1070,265,2030,7850,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691650,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,Simulated Annealing,0.805391,3000,0,,True,0,67359,0,0,0,0,0,28077,0,27232,1490,210,2500,7850,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691693,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,ALNS,2.847686,1000,0,,True,0,29330,0,0,0,0,0,8918,0,13362,1190,250,1160,4450,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:30.691731,exam_comp_set1,7,,607,54,7,7883,0.0505,12,0,Great Deluge,0.909962,3000,0,,True,0,53133,0,0,0,0,0,22141,0,20582,1370,250,1990,6800,1000,20,30,150,3000,2000,1000,3000,7042
2026-04-05T09:12:46.523926,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,Greedy,0.017345,0,0,,True,0,68678,0,0,0,0,0,28672,0,27876,1500,210,2570,7850,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524123,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,Tabu Search,2.390494,864,0,,True,0,17420,0,0,0,0,0,1701,0,7889,1240,300,990,5300,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524221,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,HHO,6.77536,150,0,,True,0,17013,0,0,0,0,0,1085,0,5948,1130,260,740,7850,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524315,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,Kempe Chain,2.186901,2000,0,,True,0,38587,0,0,0,0,0,13944,0,13843,1050,270,1630,7850,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524386,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,Simulated Annealing,0.772641,3000,0,,True,0,57776,0,0,0,0,0,23534,0,22327,1450,235,2280,7950,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524460,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,ALNS,2.699792,1000,0,,True,0,30776,0,0,0,0,0,10794,0,13472,1190,250,1470,3600,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:12:46.524536,exam_comp_set1,8,,607,54,7,7883,0.0505,12,0,Great Deluge,0.925551,3000,0,,True,0,44507,0,0,0,0,0,16828,0,17659,1420,260,2090,6250,1000,20,30,150,3000,2000,1000,3000,8042
2026-04-05T09:13:02.330265,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,Greedy,0.017055,0,0,,True,0,68678,0,0,0,0,0,28672,0,27876,1500,210,2570,7850,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:02.330542,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,Tabu Search,1.577711,524,0,,True,0,49882,0,0,0,0,0,16072,0,22030,1530,230,2570,7450,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:02.330656,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,HHO,7.344737,150,0,,True,0,18688,0,0,0,0,0,1792,0,6646,1040,270,1090,7850,1000,20,30,150,3000,2000,1000,3000,9042
2026-04-05T09:13:02.330747,exam_comp_set1,9,,607,54,7,7883,0.0505,12,0,Kempe Chain,2.355771,2000,0,,True,0,40843,0,0,0,0,0,14112,0,15701,1130,250,1800,7850,1000,20,30,150,3000,2000,1000,3000,9042
