algorithm,num_exams,seed,soft_penalty,runtime,feasible,hard
Multi-Neighbourhood SA,900,43,17202,1.972833,True,0
Multi-Neighbourhood SA,900,44,12527,1.979127,True,0
Multi-Neighbourhood SA,950,42,15383,2.327495,True,0
Multi-Neighbourhood SA,950,43,17632,2.2489,True,0
Multi-Neighbourhood SA,950,44,18468,2.144551,True,0
Tabu Search,1000,42,8439,17.069951,True,0
Tabu Search,1000,43,6683,16.824915,True,0
Tabu Search,1000,44,5906,16.366552,True,0
Tabu Search,100,42,19080,3.622166,False,333
Tabu Search,100,43,19386,5.216318,False,317
Tabu Search,100,44,19119,7.577571,False,308
Tabu Search,150,42,22481,7.737462,False,314
Tabu Search,150,43,22483,12.141601,False,311
Tabu Search,150,44,22152,11.997109,False,327
Tabu Search,200,42,21585,6.941253,False,59
Tabu Search,200,43,21623,3.347301,False,101
Tabu Search,200,44,21140,3.984211,False,62
Tabu Search,250,42,27648,4.651056,False,24
Tabu Search,250,43,27879,5.433386,False,18
Tabu Search,250,44,26633,7.037098,False,23
Tabu Search,300,42,16880,12.387728,False,4
Tabu Search,300,43,20027,5.514191,False,7
Tabu Search,300,44,21447,2.836158,False,4
Tabu Search,350,42,14559,12.486234,False,1
Tabu Search,350,43,15438,13.421274,False,1
Tabu Search,350,44,14525,12.533895,False,1
Tabu Search,400,42,11909,12.473596,True,0
Tabu Search,400,43,12034,11.409355,True,0
Tabu Search,400,44,12020,11.224298,True,0
Tabu Search,450,42,12240,13.13735,True,0
Tabu Search,450,43,12523,13.760035,True,0
Tabu Search,450,44,12932,12.287705,True,0
Tabu Search,500,42,8854,12.516099,True,0
Tabu Search,500,43,8528,11.242889,True,0
Tabu Search,500,44,8329,13.754916,True,0
Tabu Search,50,42,11638,0.646259,False,385
Tabu Search,50,43,14040,1.189655,False,382
Tabu Search,50,44,11432,0.633804,False,392
Tabu Search,550,42,9310,14.476757,True,0
Tabu Search,550,43,8327,14.629076,True,0
Tabu Search,550,44,8285,15.377395,True,0
Tabu Search,600,42,6676,14.705583,True,0
Tabu Search,600,43,8686,14.958646,True,0
Tabu Search,600,44,8061,14.922982,True,0
Tabu Search,650,42,6228,17.574507,True,0
Tabu Search,650,43,6998,16.788416,True,0
Tabu Search,650,44,7004,17.494589,True,0
Tabu Search,700,42,6296,18.015869,True,0
Tabu Search,700,43,6032,16.92401,True,0
Tabu Search,700,44,5018,17.520484,True,0
Tabu Search,750,42,5078,17.386256,True,0
Tabu Search,750,43,4988,17.037999,True,0
Tabu Search,750,44,4499,17.14185,True,0
Tabu Search,800,42,4494,17.050699,True,0
Tabu Search,800,43,9401,16.716654,True,0
Tabu Search,800,44,6306,15.867292,True,0
Tabu Search,850,42,6884,18.26936,True,0
Tabu Search,850,43,6227,18.340098,True,0
Tabu Search,850,44,6375,18.274346,True,0
Tabu Search,900,42,4782,14.84359,True,0
Tabu Search,900,43,5243,17.105451,True,0
Tabu Search,900,44,4503,16.02146,True,0
Tabu Search,950,42,3804,15.221886,True,0
Tabu Search,950,43,4112,13.876274,True,0
Tabu Search,950,44,3636,15.13571,True,0
GVNS,1000,42,5091,11.177818,True,0
GVNS,1000,43,5529,11.994039,True,0
GVNS,1000,44,6038,9.77139,True,0
GVNS,100,42,18560,4.780786,False,306
GVNS,100,43,18523,4.484286,False,329
GVNS,100,44,18556,4.177036,False,323
GVNS,150,42,22529,6.772318,False,282
GVNS,150,43,22601,7.059383,False,260
GVNS,150,44,22373,7.031519,False,285
GVNS,200,42,21618,6.632725,False,52
GVNS,200,43,20958,6.716792,False,51
GVNS,200,44,20644,7.008568,False,62
GVNS,250,42,24002,8.64239,False,24
GVNS,250,43,23939,8.173981,False,21
GVNS,250,44,23470,8.572593,False,20
GVNS,300,42,18115,9.829389,False,3
GVNS,300,43,17735,9.583748,False,4
GVNS,300,44,17827,9.258786,False,4
GVNS,350,42,14744,10.617521,False,1
GVNS,350,43,15397,10.331055,False,1
GVNS,350,44,13700,9.660342,False,1
GVNS,400,42,11573,9.433981,True,0
GVNS,400,43,11478,9.916004,True,0
GVNS,400,44,10375,9.524778,True,0
GVNS,450,42,12772,11.260879,True,0
GVNS,450,43,11692,11.263364,True,0
GVNS,450,44,12527,11.304338,True,0
GVNS,500,42,9276,11.830233,True,0
GVNS,500,43,9226,10.129963,True,0
GVNS,500,44,9519,10.966888,True,0
GVNS,50,42,13899,1.243147,False,381
GVNS,50,43,11557,1.146347,False,376
GVNS,50,44,11436,1.36278,False,367
GVNS,550,42,8800,13.497962,True,0
GVNS,550,43,8622,12.329724,True,0
GVNS,550,44,9757,14.254848,True,0
GVNS,600,42,7594,12.621768,True,0
GVNS,600,43,8977,13.079698,True,0
GVNS,600,44,5997,12.57214,True,0
GVNS,650,42,7822,13.4412,True,0
GVNS,650,43,7826,13.008667,True,0
GVNS,650,44,6629,13.936066,True,0
GVNS,700,42,7296,13.942836,True,0
GVNS,700,43,6729,14.073624,True,0
GVNS,700,44,6986,13.53185,True,0
GVNS,750,42,5470,12.979603,True,0
GVNS,750,43,5556,13.496011,True,0
GVNS,750,44,4805,13.772841,True,0
GVNS,800,42,4239,14.575351,True,0
GVNS,800,43,10418,13.785942,True,0
GVNS,800,44,6171,13.658476,True,0
GVNS,850,42,6818,15.827012,True,0
GVNS,850,43,6906,15.032983,True,0
GVNS,850,44,6896,15.339391,True,0
GVNS,900,42,4232,13.149943,True,0
GVNS,900,43,6087,14.015026,True,0
GVNS,900,44,5064,14.04518,True,0
GVNS,950,42,3898,12.004675,True,0
GVNS,950,43,4745,11.595911,True,0
GVNS,950,44,3545,11.477736,True,0
WOA,1000,42,10038,93.457533,True,0
WOA,1000,43,9817,92.429863,True,0
WOA,1000,44,12145,92.153172,True,0
WOA,100,42,18311,20.951138,False,331
WOA,100,43,18768,22.539251,False,317
WOA,100,44,25804,21.456421,False,326
WOA,150,42,23206,35.304112,False,269
WOA,150,43,23531,35.379368,False,267
WOA,150,44,23711,36.033822,False,276
WOA,200,42,21233,36.757115,False,72
WOA,200,43,22299,38.472995,False,71
WOA,200,44,21236,38.31308,False,64
WOA,250,42,26855,45.135658,False,25
WOA,250,43,27862,47.788083,False,20
WOA,250,44,27596,48.759667,False,26
WOA,300,42,20199,52.136564,False,4
WOA,300,43,23346,54.077811,False,10
WOA,300,44,20993,52.55955,False,6
WOA,350,42,17149,48.906403,False,1
WOA,350,43,16730,46.771417,False,1
WOA,350,44,16978,43.761569,False,1
WOA,400,42,13927,48.03012,True,0
WOA,400,43,12969,48.317019,True,0
WOA,400,44,13621,49.068315,True,0
WOA,450,42,15072,53.731835,True,0
WOA,450,43,15354,54.398939,True,0
WOA,450,44,19088,53.272548,True,0
WOA,500,42,12056,50.911605,True,0
WOA,500,43,12246,51.363192,True,0
WOA,500,44,13057,51.127908,True,0
WOA,50,42,16299,3.264128,False,310
WOA,50,43,12323,3.015137,False,343
WOA,50,44,16300,3.389883,False,324
WOA,550,42,12936,61.107953,True,0
WOA,550,43,13631,60.433455,True,0
WOA,550,44,11191,59.886776,True,0
WOA,600,42,9851,59.656371,True,0
WOA,600,43,10876,61.382788,True,0
WOA,600,44,10457,61.197948,True,0
WOA,650,42,10454,65.738366,True,0
WOA,650,43,11754,66.840496,True,0
WOA,650,44,10878,65.664117,True,0
WOA,700,42,10667,69.456926,True,0
WOA,700,43,9063,71.676225,True,0
WOA,700,44,9151,70.328076,True,0
WOA,750,42,8648,73.957311,True,0
WOA,750,43,7292,75.077034,True,0
WOA,750,44,6919,74.582403,True,0
WOA,800,42,8876,75.858576,True,0
WOA,800,43,15612,76.420559,True,0
WOA,800,44,10320,79.198301,True,0
WOA,850,42,12230,86.425128,True,0
WOA,850,43,9899,85.525901,True,0
WOA,850,44,11560,86.154851,True,0
WOA,900,42,8761,82.238707,True,0
WOA,900,43,9539,82.207075,True,0
WOA,900,44,7379,84.782297,True,0
WOA,950,42,7032,84.807917,True,0
WOA,950,43,10301,79.279194,True,0
WOA,950,44,8794,78.418774,True,0
